order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
26437,2025-09-13 18:52:48,186,2,3,80.65,10.0,Failed,0
27864,2025-09-13 18:53:27,90,4,3,637.52,15.0,Failed,1
15492,2025-09-13 19:12:00,240,2,2,736.96,5.0,Refunded,0
13622,2025-09-13 19:20:55,55,1,1,171.68,10.0,Failed,0
16851,2025-09-13 19:23:07,272,14,2,181.1,5.0,Refunded,1
2403,2025-09-13 19:32:02,25,3,2,353.52,20.0,Failed,1
6295,2025-09-13 19:38:56,237,11,3,37.48,15.0,Refunded,0
18820,2025-09-13 19:43:15,201,11,1,77.75,15.0,Refunded,1
16379,2025-09-13 19:48:12,237,4,2,35.28,20.0,Paid,0
17636,2025-09-13 19:51:16,176,14,4,387.11,5.0,Failed,1
8310,2025-09-13 19:56:51,113,4,3,197.56,10.0,Paid,1
6427,2025-09-13 19:58:58,161,14,4,399.5,10.0,Failed,0
21927,2025-09-13 19:59:44,16,14,5,489.96,0.0,Failed,0
28636,2025-09-13 20:13:03,222,3,2,305.67,0.0,Paid,0
20383,2025-09-13 20:34:05,106,5,1,443.5,0.0,Paid,1
25048,2025-09-13 20:46:59,32,11,3,598.23,10.0,Paid,1
22190,2025-09-13 20:48:46,270,16,2,311.04,15.0,Refunded,1
19465,2025-09-13 20:55:39,164,8,3,425.54,5.0,Failed,1
15288,2025-09-13 20:58:57,9,17,2,200.28,20.0,Refunded,1
22332,2025-09-13 21:22:02,185,2,3,156.44,5.0,Refunded,1
3020,2025-09-13 21:23:35,199,10,2,619.34,10.0,Refunded,1
23970,2025-09-13 21:30:19,235,9,1,158.64,15.0,Failed,1
6599,2025-09-13 21:30:21,248,1,4,338.69,10.0,Failed,1
10675,2025-09-13 21:33:23,240,10,3,775.75,0.0,Failed,1
16701,2025-09-13 21:33:42,57,10,2,707.24,5.0,Paid,1
5291,2025-09-13 21:38:19,169,12,2,685.81,0.0,Paid,1
25508,2025-09-13 21:38:47,210,15,4,433.03,20.0,Refunded,1
5336,2025-09-13 21:40:31,289,11,2,100.95,20.0,Failed,0
17426,2025-09-13 21:43:11,278,6,1,632.3,10.0,Paid,0
7888,2025-09-13 21:43:55,285,16,2,688.08,,Paid,1
26775,2025-09-13 21:45:57,17,10,1,58.32,5.0,Paid,1
20655,2025-09-13 21:52:01,1,14,3,305.89,0.0,Failed,0
9576,2025-09-13 22:01:00,180,1,1,639.86,15.0,Failed,1
12126,2025-09-13 22:09:24,42,9,2,257.84,5.0,Failed,0
80,2025-09-13 22:09:33,192,11,0,405.49,20.0,Refunded,1
2733,2025-09-13 22:13:32,151,16,2,43.21,,Paid,0
18004,2025-09-13 22:23:46,16,13,1,489.96,0.0,Refunded,0
9996,2025-09-13 22:24:57,276,4,1,357.79,15.0,Refunded,1
18411,2025-09-13 22:24:58,101,18,1,439.63,15.0,Refunded,1
21054,2025-09-13 22:31:58,28,11,1,434.11,10.0,Refunded,1
17082,2025-09-13 22:32:15,219,7,2,67.48,0.0,Refunded,0
13303,2025-09-13 22:32:52,40,5,0,249.21,15.0,Failed,0
29263,2025-09-13 22:36:54,240,4,3,736.96,5.0,Failed,0
15538,2025-09-13 23:05:38,120,7,2,493.92,5.0,Failed,1
17478,2025-09-13 23:28:20,31,15,2,317.06,0.0,Paid,0
24271,2025-09-13 23:34:03,29,6,0,75.91,5.0,Failed,0
27797,2025-09-13 23:39:12,69,4,0,335.87,20.0,Paid,1
29938,2025-09-13 23:45:17,169,9,1,582.94,15.0,Failed,0
12514,2025-09-13 23:55:47,36,3,2,589.07,5.0,Paid,0
4819,2025-09-13 23:56:59,261,4,3,455.39,5.0,Refunded,0
25536,2025-09-13 23:57:31,70,2,1,267.54,10.0,Refunded,0
15733,2025-09-13 23:59:48,284,5,0,287.88,10.0,Failed,1
29148,2025-09-14 00:03:53,91,12,2,279.44,0.0,Paid,1
18448,2025-09-14 00:04:01,206,9,3,222.92,15.0,Paid,1
24931,2025-09-14 00:04:49,32,3,4,531.76,20.0,Refunded,1
21739,2025-09-14 00:09:23,264,5,3,287.05,15.0,Paid,1
13984,not_a_time,57,9,1,670.01,10.0,Refunded,0
2417,2025-09-14 00:24:39,296,8,2,107.7,10.0,Refunded,1
16813,2025-09-14 00:28:05,15,18,2,382.41,20.0,Paid,1
8829,2025-09-14 00:28:37,143,2,3,466.84,0.0,Paid,0
29783,2025-09-14 00:34:08,129,9,2,599.65,20.0,Paid,1
2352,2025-09-14 00:35:21,56,1,0,226.96,5.0,Paid,1
25576,2025-09-14 00:35:28,111,15,0,476.56,10.0,Refunded,0
6208,2025-09-14 00:42:51,134,9,2,476.54,15.0,Paid,0
17133,2025-09-14 00:48:15,235,6,1,149.31,20.0,Paid,0
16488,2025-09-14 00:51:50,59,8,4,644.9,0.0,Paid,0
3073,2025-09-14 01:01:21,186,12,1,80.65,10.0,Paid,0
25447,2025-09-14 01:02:22,244,11,0,39.02,15.0,Paid,0
15937,2025-09-14 01:04:40,13,13,1,370.3,0.0,Paid,1
934,2025-09-14 01:06:26,160,15,1,120.23,10.0,Failed,1
22952,2025-09-14 01:10:37,278,15,3,667.43,5.0,Paid,1
13301,2025-09-14 01:14:25,169,16,4,617.23,10.0,Paid,0
18116,2025-09-14 01:14:55,196,11,3,792.5,0.0,Failed,1
13960,2025-09-14 01:25:54,196,12,2,713.25,10.0,Paid,0
16364,2025-09-14 01:44:28,126,10,4,206.22,,Failed,0
27959,2025-09-14 02:12:54,232,10,2,539.44,10.0,Paid,1
25493,2025-09-14 02:15:11,226,17,2,561.56,10.0,Refunded,0
10850,2025-09-14 02:15:39,284,8,4,255.9,20.0,Failed,0
8836,2025-09-14 02:19:15,69,5,1,419.84,0.0,Refunded,1
8490,2025-09-14 02:25:37,13,18,3,351.78,5.0,Paid,1
9862,2025-09-14 02:38:55,219,11,2,53.98,20.0,Failed,0
16181,2025-09-14 02:46:16,265,11,2,46.36,15.0,Paid,0
20144,2025-09-14 02:59:05,188,9,1,56.3,15.0,Paid,1
23823,2025-09-14 03:00:36,246,9,1,351.47,5.0,Failed,0
10781,2025-09-14 03:03:04,171,9,2,358.54,10.0,Failed,0
22754,2025-09-14 03:03:21,45,14,1,710.9,0.0,Refunded,1
25799,2025-09-14 03:08:46,170,7,1,326.91,15.0,Paid,0
28353,2025-09-14 03:11:10,141,12,4,606.14,15.0,Failed,1
9663,2025-09-14 03:16:41,73,16,2,199.77,15.0,Paid,1
5836,2025-09-14 03:23:46,278,17,2,702.56,0.0,Paid,0
5928,2025-09-14 03:36:03,217,11,2,448.55,10.0,Paid,0
5182,2025-09-14 03:37:32,136,6,1,649.4,0.0,Paid,1
885,2025-09-14 03:37:44,157,1,0,30.03,0.0,Paid,0
28363,2025-09-14 03:41:23,28,8,3,385.87,20.0,Failed,1
10901,2025-09-14 03:44:44,60,15,2,679.36,5.0,Refunded,0
18057,2025-09-14 03:48:54,200,2,2,512.71,15.0,Failed,0
10664,2025-09-14 04:00:49,43,18,2,255.68,0.0,Refunded,0
20887,2025-09-14 04:13:02,35,12,0,68.9,0.0,Refunded,1
3089,2025-09-14 04:13:33,94,9,0,655.61,0.0,Paid,0
6471,2025-09-14 04:19:04,137,18,1,694.99,0.0,Refunded,0
20315,2025-09-14 04:26:59,166,11,1,276.66,5.0,Failed,0
8441,2025-09-14 04:33:29,276,8,1,336.74,20.0,Failed,0
17410,2025-09-14 04:46:07,75,4,1,45.6,10.0,Refunded,1
9379,2025-09-14 04:48:10,45,15,2,710.9,0.0,Paid,1
27346,2025-09-14 04:52:02,15,17,2,430.21,10.0,Paid,1
6372,2025-09-14 04:52:10,1,10,1,260.01,15.0,Failed,1
291,2025-09-14 04:55:19,61,7,2,518.3,20.0,Refunded,0
18853,2025-09-14 04:57:32,114,14,2,739.75,5.0,Refunded,1
20051,2025-09-14 04:59:51,293,14,4,433.83,15.0,Refunded,1
5311,2025-09-14 05:07:02,180,14,3,715.14,5.0,Failed,1
5577,2025-09-14 05:11:11,115,8,7,714.72,0.0,Failed,1
5505,2025-09-14 05:11:42,245,4,1,684.75,10.0,Refunded,0
2115,2025-09-14 05:12:11,111,14,1,423.61,20.0,Failed,0
16189,2025-09-14 05:13:40,80,17,4,197.73,0.0,Failed,0
2759,2025-09-14 05:14:40,269,9,2,613.1,10.0,Failed,1
29522,2025-09-14 05:16:49,68,2,3,641.66,15.0,Refunded,1
22606,2025-09-14 05:19:04,26,3,2,775.97,0.0,Failed,0
2764,2025-09-14 05:27:05,20,15,3,495.49,10.0,Refunded,1
16201,2025-09-14 05:42:28,247,5,0,229.13,0.0,Failed,1
3728,2025-09-14 05:46:16,100,1,2,675.26,5.0,Failed,0
7800,2025-09-14 05:50:31,214,13,3,340.87,5.0,Refunded,1
22965,2025-09-14 05:50:56,5,5,2,484.88,0.0,Failed,1
19196,2025-09-14 06:01:43,281,1,1,481.29,15.0,Paid,0
26123,2025-09-14 06:06:24,111,17,2,450.08,15.0,Paid,1
12448,2025-09-14 06:13:54,214,2,1,287.05,20.0,Failed,1
1727,2025-09-14 06:16:56,26,7,2,737.17,5.0,Failed,1
7043,2025-09-14 06:21:40,281,4,4,537.91,5.0,Refunded,0
5219,2025-09-14 06:22:46,107,13,3,498.8,5.0,Paid,0
10032,2025-09-14 06:56:03,181,11,3,316.65,0.0,Paid,0
8203,2025-09-14 06:56:32,47,7,2,611.02,0.0,Paid,1
11377,2025-09-14 07:08:40,208,16,1,509.15,0.0,Paid,0
15951,2025-09-14 07:09:31,130,11,2,368.28,20.0,Failed,1
6226,2025-09-14 07:13:07,73,6,1,223.27,5.0,Failed,1
23669,2025-09-14 07:14:13,149,7,1,525.55,15.0,Failed,1
21004,2025-09-14 07:15:36,156,18,1,356.79,0.0,Paid,1
21959,2025-09-14 07:19:48,242,13,1,332.18,10.0,Failed,0
1490,2025-09-14 07:20:00,62,14,3,222.04,15.0,Refunded,1
16416,2025-09-14 07:23:10,201,12,1,73.18,20.0,Paid,0
21200,2025-09-14 07:27:57,44,11,3,5277.5,10.0,Refunded,1
9648,2025-09-14 07:41:15,203,12,1,223.41,15.0,Refunded,0
29793,2025-09-14 07:55:12,220,5,2,567.93,,Paid,0
26568,2025-09-14 08:03:36,118,8,1,156.03,5.0,Paid,0
8258,2025-09-14 08:08:46,79,14,1,486.89,10.0,Refunded,1
10472,2025-09-14 08:09:30,22,4,3,29.74,,Refunded,0
11742,2025-09-14 08:15:37,294,9,0,59.44,15.0,Refunded,1
27162,2025-09-14 08:18:45,55,4,0,152.6,,Paid,0
10196,2025-09-14 08:20:56,94,6,2,622.83,5.0,Failed,0
29925,2025-09-14 08:31:54,135,4,1,279.3,5.0,Failed,1
18271,2025-09-14 08:34:33,202,7,4,388.69,5.0,Refunded,1
16120,2025-09-14 08:34:52,202,2,0,409.15,0.0,Failed,0
734,2025-09-14 08:39:02,3,13,1,126.59,5.0,Failed,0
4644,2025-09-14 08:46:11,230,6,1,54.48,0.0,Failed,0
9731,2025-09-14 08:57:40,190,3,2,588.09,10.0,Paid,1
22450,2025-09-14 09:01:38,215,17,4,258.5,10.0,Paid,0
20171,2025-09-14 09:05:02,169,6,1,651.52,5.0,Paid,1
20218,2025-09-14 09:05:57,148,13,0,99.34,10.0,Refunded,1
18008,2025-09-14 09:06:27,182,2,0,334.82,10.0,Failed,1
10496,2025-09-14 09:10:40,283,2,1,258.26,10.0,Paid,1
13581,2025-09-14 09:24:23,247,1,2,206.22,10.0,Refunded,0
22771,2025-09-14 09:26:00,226,12,5,499.16,20.0,Refunded,1
15466,2025-09-14 09:49:22,242,1,4,295.27,20.0,Refunded,1
15359,2025-09-14 09:49:26,290,15,2,338.95,15.0,Paid,1
10754,2025-09-14 09:50:58,52,13,0,219.59,15.0,Failed,0
1561,2025-09-14 10:01:20,241,5,5,405.78,20.0,Failed,0
19864,2025-09-14 10:05:16,200,13,3,573.03,5.0,Paid,0
7451,2025-09-14 10:24:06,196,15,1,752.88,5.0,Paid,1
15481,2025-09-14 10:40:03,232,1,3,569.41,5.0,Refunded,1
27353,2025-09-14 10:44:12,268,15,2,555.75,10.0,Refunded,1
16833,2025-09-14 10:45:31,230,7,1,54.48,0.0,Failed,1
29973,2025-09-14 10:46:33,118,14,3,131.39,20.0,Paid,1
6434,not_a_time,40,16,4,263.87,10.0,Refunded,1
2418,2025-09-14 10:48:41,247,5,1,183.3,20.0,Paid,0
12724,2025-09-14 10:54:53,129,8,1,749.56,0.0,Refunded,0
7987,2025-09-14 10:58:22,101,5,4,413.77,20.0,Paid,1
16173,2025-09-14 11:07:32,153,10,2,496.07,15.0,Paid,1
8913,2025-09-14 11:14:10,289,7,2,126.19,0.0,Paid,0
11948,2025-09-14 11:16:38,235,16,0,186.64,0.0,Paid,1
27457,2025-09-14 11:25:44,219,3,1,60.73,10.0,Paid,0
13685,2025-09-14 11:26:36,263,13,1,672.28,0.0,Failed,0
9009,2025-09-14 11:27:32,258,17,1,38.86,15.0,Refunded,1
13336,2025-09-14 11:34:10,172,18,50,117.46,20.0,Failed,0
21760,2025-09-14 11:42:12,67,7,0,94.22,10.0,Refunded,1
16944,2025-09-14 11:44:24,65,18,1,12.39,20.0,Refunded,1
9531,2025-09-14 11:58:52,280,18,1,576.23,5.0,Paid,1
22973,2025-09-14 11:59:20,148,13,3,110.38,0.0,Failed,0
29428,2025-09-14 12:04:36,150,2,2,426.77,15.0,Refunded,0
6304,2025-09-14 12:19:21,152,4,2,349.68,20.0,Failed,1
17780,2025-09-14 12:33:15,130,3,2,460.35,0.0,Refunded,1
20587,2025-09-14 12:34:58,100,13,1,604.18,15.0,Failed,0
28195,2025-09-14 12:35:46,180,4,3,752.78,0.0,Refunded,0
16707,2025-09-14 12:37:37,17,7,1,52.18,15.0,Paid,1
19458,2025-09-14 12:48:26,129,6,1,749.56,0.0,Refunded,1
845,2025-09-14 12:50:07,197,16,0,288.7,5.0,Failed,1
13892,2025-09-14 12:59:31,24,17,0,205.0,20.0,Failed,0
9204,2025-09-14 13:10:43,189,4,0,677.45,0.0,Paid,0
1049,2025-09-14 13:23:13,82,13,1,510.49,0.0,Failed,0
11245,2025-09-14 13:34:07,212,8,2,77.95,5.0,Refunded,0
12759,2025-09-14 13:38:21,279,18,4,115.87,0.0,Refunded,1
22421,2025-09-14 13:40:38,99,2,3,495.98,15.0,Paid,0
19297,2025-09-14 13:40:51,120,10,0,519.92,0.0,Refunded,0
10545,2025-09-14 13:42:59,288,13,1,656.71,5.0,Paid,0
14743,2025-09-14 13:46:18,222,16,0,275.1,10.0,Paid,1
10979,2025-09-14 13:47:49,99,1,2,525.15,10.0,Failed,0
3948,2025-09-14 13:54:47,16,12,1,416.47,15.0,Failed,0
27299,not_a_time,131,18,1,446.27,10.0,Paid,0
27964,2025-09-14 14:16:22,36,7,0,527.06,15.0,Paid,0
22685,2025-09-14 14:27:30,218,16,1,64.97,15.0,Paid,1
3429,2025-09-14 14:35:28,280,9,1,606.56,0.0,Failed,1
8713,2025-09-14 14:36:25,223,9,1,586.9,10.0,Failed,1
11517,2025-09-14 14:40:43,266,15,2,652.19,0.0,Refunded,0
8716,2025-09-14 14:51:38,53,3,3,726.98,0.0,Paid,1
2931,2025-09-14 14:53:24,234,8,5,235.71,0.0,Failed,0
241,2025-09-14 15:00:58,74,13,5,466.98,5.0,Refunded,0
18427,2025-09-14 15:03:41,59,3,1,515.92,20.0,Failed,1
28021,2025-09-14 15:26:56,210,3,1,487.16,10.0,Failed,0
18501,2025-09-14 15:33:20,79,14,4,540.99,0.0,Paid,0
25190,2025-09-14 15:33:54,232,14,3,479.5,20.0,Failed,1
26372,2025-09-14 15:34:12,225,14,2,245.8,20.0,Paid,0
2850,2025-09-14 15:40:49,59,1,3,548.16,15.0,Refunded,1
2151,2025-09-14 15:51:10,64,2,1,557.8,15.0,Failed,1
19863,2025-09-14 15:53:37,125,4,2,694.13,10.0,Refunded,0
20389,2025-09-14 16:13:47,20,3,2,467.96,15.0,Paid,0
15230,2025-09-14 16:14:28,188,2,3,56.3,15.0,Failed,1
22396,2025-09-14 16:14:35,49,12,3,422.96,0.0,Refunded,0
23512,2025-09-14 16:19:14,102,2,0,117.04,15.0,Refunded,0
27441,2025-09-14 16:19:59,161,14,0,355.11,20.0,Refunded,1
17135,2025-09-14 16:36:09,17,10,1,55.25,10.0,Refunded,0
15632,2025-09-14 16:41:01,162,8,2,478.4,10.0,Refunded,1
14962,not_a_time,240,9,4,736.96,5.0,Paid,0
3800,2025-09-14 16:50:06,270,17,1,311.04,15.0,Failed,0
21599,2025-09-14 16:51:10,245,5,0,760.83,0.0,Failed,1
3864,2025-09-14 17:02:04,115,18,0,678.98,5.0,Refunded,1
6409,2025-09-14 17:03:12,28,14,2,458.22,5.0,Refunded,1
984,2025-09-14 17:10:37,142,7,1,306.71,0.0,Failed,1
14706,2025-09-14 17:20:16,189,4,3,609.71,10.0,Failed,1
21597,2025-09-14 17:32:50,160,7,5,133.59,0.0,Failed,1
20307,2025-09-14 17:37:21,88,6,1,519.69,0.0,Failed,1
15362,2025-09-14 17:44:54,38,1,2,483.16,15.0,Paid,1
7753,2025-09-14 17:50:51,297,5,2,146.01,5.0,Refunded,0
20211,2025-09-14 17:55:37,245,18,3,760.83,0.0,Failed,1
2228,2025-09-14 18:07:05,151,3,0,48.29,5.0,Failed,0
10533,2025-09-14 18:11:42,72,4,1,382.69,5.0,Failed,1
7916,2025-09-14 18:13:24,111,8,3,450.08,15.0,Paid,0
9300,not_a_time,162,17,2,478.4,10.0,Paid,1
4542,2025-09-14 18:22:20,179,7,1,27.85,10.0,Failed,0
24607,2025-09-14 18:22:37,251,10,4,477.32,15.0,Paid,1
8087,2025-09-14 18:32:25,201,16,0,77.75,15.0,Paid,1
20939,2025-09-14 18:42:04,241,2,5,507.22,0.0,Refunded,1
8161,2025-09-14 18:44:01,245,12,2,646.71,15.0,Refunded,0
7575,not_a_time,174,1,1,511.72,0.0,Failed,0
19105,2025-09-14 19:07:49,21,12,1,106.41,0.0,Paid,1
10689,2025-09-14 19:09:45,222,13,3,259.82,15.0,Failed,0
26778,2025-09-14 19:12:05,186,15,1,71.69,20.0,Refunded,0
24129,2025-09-14 19:12:42,90,17,3,675.02,10.0,Refunded,1
24808,2025-09-14 19:19:05,214,8,3,287.05,20.0,Refunded,0
7039,2025-09-14 19:19:40,258,16,1,43.43,5.0,Failed,0
13810,2025-09-14 19:25:26,10,16,3,333.68,5.0,Failed,1
1531,2025-09-14 19:26:33,177,15,3,450.81,15.0,Paid,1
27770,2025-09-14 19:27:45,116,16,2,574.11,10.0,Failed,1
21058,2025-09-14 19:33:25,201,9,4,82.32,10.0,Paid,1
6292,2025-09-14 19:58:55,29,12,3,75.91,5.0,Failed,0
5775,2025-09-14 20:01:52,192,8,0,430.83,15.0,Paid,0
17974,2025-09-14 20:05:12,86,3,3,518.02,5.0,Refunded,0
26340,2025-09-14 20:08:43,138,6,0,331.17,20.0,Paid,0
24113,2025-09-14 20:09:24,294,13,1,66.43,5.0,Failed,0
7274,2025-09-14 20:10:34,280,13,3,515.58,15.0,Failed,1
6633,2025-09-14 20:17:21,2,13,2,470.62,20.0,Failed,1
15628,2025-09-14 20:25:35,8,15,5,153.64,0.0,Refunded,0
4218,2025-09-14 20:28:49,30,8,1,45.73,0.0,Refunded,1
29286,2025-09-14 20:30:40,267,10,2,757.47,,Paid,1
28528,2025-09-14 20:32:03,250,18,2,662.8,15.0,Refunded,0
618,2025-09-14 20:35:31,273,17,2,473.4,5.0,Failed,0
25879,2025-09-14 20:42:04,219,18,2,67.48,0.0,Failed,0
27407,2025-09-14 20:45:37,283,2,3,229.57,20.0,Paid,0
25408,2025-09-14 20:46:25,98,12,3,277.83,0.0,Failed,0
2732,2025-09-14 20:47:22,153,15,1,466.89,20.0,Paid,1
27354,2025-09-14 20:51:42,271,10,3,687.33,10.0,Failed,0
3471,2025-09-14 20:55:54,53,16,0,690.63,5.0,Failed,0
18418,2025-09-14 21:02:10,113,1,2,208.53,5.0,Failed,0
28119,2025-09-14 21:04:54,142,2,3,276.04,10.0,Failed,1
23432,2025-09-14 21:06:15,241,16,1,405.78,20.0,Refunded,1
25617,2025-09-14 21:14:14,195,17,4,512.54,15.0,Failed,0
7651,2025-09-14 21:26:35,41,4,1,553.48,20.0,Paid,0
27336,2025-09-14 21:27:30,39,11,0,5264.0,15.0,Failed,0
1359,2025-09-14 21:28:54,2,3,3,588.28,0.0,Failed,0
2289,2025-09-14 21:34:09,290,7,3,398.77,0.0,Paid,1
23884,not_a_time,106,5,2,421.32,5.0,Paid,1
14574,2025-09-14 21:45:31,287,14,1,258.62,20.0,Failed,1
16205,2025-09-14 21:45:52,206,5,0,236.03,10.0,Paid,1
3706,2025-09-14 21:55:49,84,6,50,237.08,10.0,Failed,0
19849,2025-09-14 22:04:24,249,2,4,400.43,15.0,Paid,0
7993,2025-09-14 22:13:17,147,2,2,527.88,20.0,Failed,0
15740,2025-09-14 22:23:06,152,7,1,437.1,0.0,Paid,0
4431,2025-09-14 22:26:39,265,13,4,54.54,0.0,Refunded,0
29964,2025-09-14 22:37:46,50,1,1,27.07,10.0,Refunded,1
7401,2025-09-14 22:45:44,20,16,1,550.54,0.0,Failed,1
8272,2025-09-14 22:47:08,258,2,5,43.43,5.0,Paid,1
4076,2025-09-14 22:56:50,201,10,2,73.18,20.0,Refunded,0
26355,2025-09-14 23:01:14,50,13,2,24.06,20.0,Refunded,1
2936,2025-09-14 23:04:26,228,2,0,78.28,20.0,Paid,1
16642,2025-09-14 23:09:01,266,5,2,586.97,10.0,Refunded,0
24756,2025-09-14 23:29:53,40,10,3,234.55,20.0,Refunded,1
8070,2025-09-14 23:32:23,37,4,1,11.49,20.0,Failed,1
18088,2025-09-14 23:33:28,149,1,1,494.63,20.0,Refunded,0
16578,2025-09-14 23:35:09,244,4,3,41.31,10.0,Failed,0
10739,2025-09-14 23:38:33,85,11,0,33.77,20.0,Refunded,1
8375,2025-09-14 23:41:27,295,12,1,111.16,,Failed,1
21428,2025-09-14 23:41:35,216,18,1,110.66,10.0,Refunded,1
26594,2025-09-14 23:45:13,246,5,0,369.97,0.0,Failed,0
28853,2025-09-14 23:47:31,195,17,2,512.54,,Refunded,0
28433,2025-09-14 23:52:48,237,10,1,37.48,15.0,Refunded,0
5797,2025-09-14 23:53:02,130,15,1,460.35,0.0,Refunded,1
16591,2025-09-14 23:58:52,289,1,1,100.95,20.0,Refunded,0
1121,2025-09-15 00:01:22,56,9,0,238.9,0.0,Refunded,0
7160,2025-09-15 00:01:27,26,9,2,620.78,20.0,Refunded,1
11689,2025-09-15 00:01:43,116,11,0,542.21,15.0,Failed,1
2433,2025-09-15 00:07:20,120,6,3,467.93,10.0,Paid,1
14435,2025-09-15 00:10:17,71,8,4,654.78,15.0,Failed,1
20544,2025-09-15 00:10:31,11,6,3,444.02,10.0,Refunded,1
4769,2025-09-15 00:12:04,188,17,2,52.99,20.0,Failed,0
21455,2025-09-15 00:19:49,131,10,1,471.07,5.0,Failed,0
19119,2025-09-15 00:26:59,189,15,3,677.45,0.0,Refunded,0
1259,2025-09-15 00:30:25,216,7,3,116.81,5.0,Refunded,1
11459,2025-09-15 00:31:44,157,4,0,30.03,0.0,Paid,1
20333,2025-09-15 00:32:31,21,13,0,90.45,15.0,Failed,1
2750,2025-09-15 00:32:51,160,7,2,106.87,20.0,Refunded,0
19533,2025-09-15 00:34:22,25,2,1,397.71,10.0,Paid,1
11919,2025-09-15 00:36:16,154,18,3,334.3,20.0,Failed,1
11057,2025-09-15 00:40:15,180,12,2,639.86,15.0,Failed,0
21083,2025-09-15 00:49:49,221,1,3,73.17,5.0,Refunded,1
2912,2025-09-15 00:50:38,285,8,2,688.08,5.0,Refunded,1
23553,2025-09-15 01:11:15,247,2,2,183.3,20.0,Paid,0
23049,2025-09-15 01:17:45,210,4,2,541.29,0.0,Paid,1
17493,2025-09-15 01:23:37,120,7,2,493.92,5.0,Refunded,1
7707,2025-09-15 01:27:56,253,2,0,523.39,5.0,Failed,1
5174,2025-09-15 01:32:08,251,16,1,533.47,5.0,Paid,1
14744,2025-09-15 01:32:26,214,17,2,287.05,20.0,Paid,0
18977,2025-09-15 01:33:56,97,4,50,649.2,10.0,Refunded,0
26899,2025-09-15 01:45:15,53,6,2,581.58,20.0,Refunded,1
3232,2025-09-15 02:18:40,16,12,2,391.97,20.0,Failed,0
5380,2025-09-15 02:23:37,242,5,3,350.64,5.0,Paid,1
23296,2025-09-15 02:30:05,155,17,5,638.2,0.0,Failed,0
8738,not_a_time,191,4,0,87.85,15.0,Failed,1
12163,2025-09-15 02:46:13,62,12,2,261.22,0.0,Failed,1
8720,2025-09-15 02:47:21,214,18,3,287.05,20.0,Failed,1
18658,2025-09-15 02:53:35,300,9,3,137.62,15.0,Refunded,1
12024,2025-09-15 03:07:09,245,18,3,646.71,15.0,Failed,0
13119,2025-09-15 03:13:53,24,1,1,243.44,5.0,Refunded,0
27556,2025-09-15 03:18:09,256,10,1,420.41,15.0,Refunded,0
